;"(deg C) Mean Temperature (ERA5 LAND DAILY) at 29.9860E,40.1448N, 1994-01-01 to 2023-01-01"
"2009-01-12";-1,628
"2009-01-13";-1,7732
"2009-01-14";0,1357
"2009-01-15";2,3559
"2009-01-16";3,3659
"2009-01-17";1,6277
"2009-01-18";1,3142
"2009-01-19";2,1289
"2009-01-20";3,6888
"2009-01-21";4,0497
"2009-01-22";6,2972
"2009-01-23";7,581
"2009-01-24";6,9112
"2009-01-25";9,263
"2009-01-26";8,0809
"2009-01-27";7,2873
"2009-01-28";7,2134
"2009-01-29";3,6479
"2009-01-30";3,1802
"2009-01-31";1,8953
"2009-02-01";2,816
"2009-02-02";4,2277
"2009-02-03";5,047
"2009-02-04";7,2448
"2009-02-05";7,9934
"2009-02-06";6,5184
"2009-02-07";7,4944
"2009-02-08";8,8028
"2009-02-09";7,2103
"2009-02-10";2,7417
"2009-02-11";5,8475
"2009-02-12";7,91
"2009-02-13";5,0351
"2009-02-14";4,7024
"2009-02-15";1,716
"2009-02-16";-0,0758
"2009-02-17";0,8842
"2009-02-18";2,3338
"2009-02-19";4,4508
"2009-02-20";1,752
"2009-02-21";0,5276
"2009-02-22";-0,5623
"2009-02-23";0,026
"2009-02-24";0,2569
"2009-02-25";1,475
"2009-02-26";-0,9158
"2009-02-27";-0,5995
"2009-02-28";-0,6136
"2009-03-01";-1,8256
"2009-03-02";1,5734
"2009-03-03";4,3428
"2009-03-04";5,1184
"2009-03-05";7,3949
"2009-03-06";11,2709
"2009-03-07";8,4112
"2009-03-08";6,7981
"2009-03-09";6,5997
"2009-03-10";5,7141
"2009-03-11";4,0909
"2009-03-12";6,0918
"2009-03-13";2,4187
"2009-03-14";2,1985
"2009-03-15";1,5408
"2009-03-16";2,1556
"2009-03-17";2,9841
"2009-03-18";2,8243
"2009-03-19";-0,0231
"2009-03-20";0,9844
"2009-03-21";3,6417
"2009-03-22";5,5109
"2009-03-23";2,3226
"2009-03-24";4,673
"2009-03-25";8,1769
"2009-03-26";6,4008
"2009-03-27";1,7727
"2009-03-28";3,1463
"2009-03-29";6,1539
"2009-03-30";10,4593
"2009-03-31";13,1013
"2009-04-01";12,8425
"2009-04-02";9,8995
"2009-04-03";8,5921
"2009-04-04";10,2471
"2009-04-05";11,6969
"2009-04-06";9,2938
"2009-04-07";8,2324
"2009-04-08";9,2258
"2009-04-09";10,1823
"2009-04-10";10,3467
"2009-04-11";10,0994
"2009-04-12";9,765
"2009-04-13";13,6666
"2009-04-14";12,0523
"2009-04-15";7,5092
"2009-04-16";8,5093
"2009-04-17";8,735
"2009-04-18";9,8636
"2009-04-19";13,6954
"2009-04-20";15,112
"2009-04-21";15,1796
"2009-04-22";12,5223
"2009-04-23";6,3197
"2009-04-24";6,6359
"2009-04-25";7,7398
"2009-04-26";7,773
"2009-04-27";6,6111
"2009-04-28";8,9975
"2009-04-29";10,4974
"2009-04-30";10,5107
"2009-05-01";11,559
"2009-05-02";9,5292
"2009-05-03";11,1456
"2009-05-04";10,8736
"2009-05-05";8,7257
"2009-05-06";10,5755
"2009-05-07";11,8739
"2009-05-08";11,2975
"2009-05-09";12,7859
"2009-05-10";13,8839
"2009-05-11";13,9864
"2009-05-12";14,9473
"2009-05-13";16,8553
"2009-05-14";17,3305
"2009-05-15";19,3556
"2009-05-16";20,6225
"2009-05-17";21,5323
"2009-05-18";20,4361
"2009-05-19";17,752
"2009-05-20";15,1322
"2009-05-21";13,4674
"2009-05-22";14,4511
"2009-05-23";16,4997
"2009-05-24";16,1575
"2009-05-25";15,8391
"2009-05-26";14,9292
"2009-05-27";13,7348
"2009-05-28";14,606
"2009-05-29";16,7789
"2009-05-30";19,0448
"2009-05-31";19,2116
"2009-06-01";21,3257
"2009-06-02";22,4292
"2009-06-03";23,3512
"2009-06-04";16,9287
"2009-06-05";17,0642
"2009-06-06";19,4556
"2009-06-07";21,6219
"2009-06-08";22,8918
"2009-06-09";21,3709
"2009-06-10";21,1164
"2009-06-11";21,5233
"2009-06-12";21,3939
"2009-06-13";18,5269
"2009-06-14";17,0168
"2009-06-15";17,6084
"2009-06-16";19,1056
"2009-06-17";21,5887
"2009-06-18";18,6615
"2009-06-19";19,819
"2009-06-20";22,8777
"2009-06-21";23,0745
"2009-06-22";23,9003
"2009-06-23";24,6484
"2009-06-24";24,362
"2009-06-25";21,7763
"2009-06-26";19,5533
"2009-06-27";20,5829
"2009-06-28";20,7059
"2009-06-29";20,8464
"2009-06-30";21,1363
"2009-07-01";23,05
"2009-07-02";23,1352
"2009-07-03";21,7949
"2009-07-04";21,9657
"2009-07-05";21,4032
"2009-07-06";23,1443
"2009-07-07";24,4351
"2009-07-08";24,8089
"2009-07-09";25,4878
"2009-07-10";25,4377
"2009-07-11";24,5507
"2009-07-12";21,6778
"2009-07-13";18,6301
"2009-07-14";18,1641
"2009-07-15";17,7547
"2009-07-16";19,4169
"2009-07-17";21,6281
"2009-07-18";22,0131
"2009-07-19";23,8156
"2009-07-20";22,4047
"2009-07-21";20,3087
"2009-07-22";19,9916
"2009-07-23";21,408
"2009-07-24";22,7905
"2009-07-25";25,7686
"2009-07-26";24,8343
"2009-07-27";20,2385
"2009-07-28";19,8581
"2009-07-29";20,072
"2009-07-30";19,6639
"2009-07-31";19,907
"2009-08-01";20,5013
"2009-08-02";21,6902
"2009-08-03";23,5357
"2009-08-04";25,228
"2009-08-05";25,9283
"2009-08-06";23,9021
"2009-08-07";23,0072
"2009-08-08";20,8119
"2009-08-09";19,5336
"2009-08-10";18,5705
"2009-08-11";18,3251
"2009-08-12";18,6328
"2009-08-13";20,0611
"2009-08-14";22,2052
"2009-08-15";22,6983
"2009-08-16";21,3283
"2009-08-17";21,6323
"2009-08-18";20,9616
"2009-08-19";21,0101
"2009-08-20";21,3632
"2009-08-21";19,1825
"2009-08-22";18,802
"2009-08-23";18,7549
"2009-08-24";20,0032
"2009-08-25";19,3739
"2009-08-26";19,5856
"2009-08-27";20,8831
"2009-08-28";22,4183
"2009-08-29";23,529
"2009-08-30";22,3557
"2009-08-31";20,7366
"2009-09-01";18,7262
"2009-09-02";18,5489
"2009-09-03";19,699
"2009-09-04";21,755
"2009-09-05";23,4622
"2009-09-06";22,6694
"2009-09-07";19,2091
"2009-09-08";19,138
"2009-09-09";18,3808
"2009-09-10";18,4848
"2009-09-11";19,089
"2009-09-12";18,4499
"2009-09-13";16,2438
"2009-09-14";17,9096
"2009-09-15";16,9793
"2009-09-16";16,7731
"2009-09-17";17,4066
"2009-09-18";17,8768
"2009-09-19";16,7129
"2009-09-20";13,6004
"2009-09-21";12,031
"2009-09-22";12,7766
"2009-09-23";14,922
"2009-09-24";15,7503
"2009-09-25";17,565
"2009-09-26";15,6445
"2009-09-27";13,6766
"2009-09-28";13,7492
"2009-09-29";15,5029
"2009-09-30";15,5167
"2009-10-01";16,7115
"2009-10-02";18,2945
"2009-10-03";19,2612
"2009-10-04";18,4204
"2009-10-05";16,2588
"2009-10-06";15,9934
"2009-10-07";15,9182
"2009-10-08";15,3523
"2009-10-09";16,2973
"2009-10-10";16,7504
"2009-10-11";17,1666
"2009-10-12";17,7033
"2009-10-13";18,1991
"2009-10-14";13,5924
"2009-10-15";14,1389
"2009-10-16";18,4279
"2009-10-17";18,6502
"2009-10-18";18,4898
"2009-10-19";17,8875
"2009-10-20";16,5571
"2009-10-21";13,7824
"2009-10-22";13,8703
"2009-10-23";15,051
"2009-10-24";16,5519
"2009-10-25";17,4585
"2009-10-26";17,5929
"2009-10-27";15,61
"2009-10-28";12,035
"2009-10-29";10,7003
"2009-10-30";10,1736
"2009-10-31";9,3861
"2009-11-01";5,631
"2009-11-02";4,0258
"2009-11-03";5,7465
"2009-11-04";10,3561
"2009-11-05";9,6117
"2009-11-06";10,4809
"2009-11-07";12,0679
"2009-11-08";13,2719
"2009-11-09";12,9565
"2009-11-10";12,0046
"2009-11-11";9,0643
"2009-11-12";8,6065
"2009-11-13";6,8516
"2009-11-14";6,0096
"2009-11-15";6,7695
"2009-11-16";6,983
"2009-11-17";7,7687
"2009-11-18";7,0558
"2009-11-19";7,041
"2009-11-20";7,8659
"2009-11-21";7,461
"2009-11-22";6,7562
"2009-11-23";6,437
"2009-11-24";6,7514
"2009-11-25";7,5025
"2009-11-26";5,3251
"2009-11-27";4,7171
"2009-11-28";4,9911
"2009-11-29";7,3071
"2009-11-30";6,0536
"2009-12-01";5,818
"2009-12-02";6,6129
"2009-12-03";5,8543
"2009-12-04";6,3114
"2009-12-05";6,7526
"2009-12-06";7,0689
"2009-12-07";5,956
"2009-12-08";4,627
"2009-12-09";3,937
"2009-12-10";5,3661
"2009-12-11";6,4349
"2009-12-12";5,5043
"2009-12-13";2,2413
"2009-12-14";1,6875
"2009-12-15";3,6233
"2009-12-16";6,7864
"2009-12-17";5,7951
"2009-12-18";7,1604
"2009-12-19";4,6511
"2009-12-20";11,1198
"2009-12-21";1,8236
"2009-12-22";1,9531
"2009-12-23";4,9032
"2009-12-24";6,224
"2009-12-25";8,4232
"2009-12-26";10,7015
"2009-12-27";10,5131
"2009-12-28";10,7875
"2009-12-29";3,4212
"2009-12-30";1,9341
"2009-12-31";4,5704
"2010-01-01";10,6725
"2010-01-02";8,7916
"2010-01-03";5,7719
"2010-01-04";-1,294
"2010-01-05";-0,116
"2010-01-06";4,5986
"2010-01-07";6,51
"2010-01-08";7,437
"2010-01-09";8,8476
"2010-01-10";8,7477
"2010-01-11";5,2574
"2010-01-12";3,8975
"2010-01-13";4,7213
"2010-01-14";4,0415
"2010-01-15";3,2684
"2010-01-16";1,9662
"2010-01-17";3,0699
"2010-01-18";6,2631
"2010-01-19";2,3945
"2010-01-20";0,5927
"2010-01-21";0,3933
"2010-01-22";0,271
"2010-01-23";-1,1927
"2010-01-24";-3,6335
"2010-01-25";-5,6266
"2010-01-26";-4,3378
"2010-01-27";-3,2773
"2010-01-28";-0,503
"2010-01-29";2,2774
"2010-01-30";4,297
"2010-01-31";6,7456
"2010-02-01";6,8942
"2010-02-02";4,1247
"2010-02-03";-3,3437
"2010-02-04";-2,1449
"2010-02-05";-2,7827
"2010-02-06";-1,3091
"2010-02-07";3,337
"2010-02-08";4,9727
"2010-02-09";3,2593
"2010-02-10";5,7475
"2010-02-11";9,2511
"2010-02-12";8,0295
"2010-02-13";9,0841
"2010-02-14";7,5277
"2010-02-15";10,9392
"2010-02-16";6,9898
"2010-02-17";8,6045
"2010-02-18";9,7913
"2010-02-19";9,4954
"2010-02-20";14,2985
"2010-02-21";10,4136
"2010-02-22";5,1719
"2010-02-23";7,2713
"2010-02-24";8,0077
"2010-02-25";8,6602
"2010-02-26";6,9267
"2010-02-27";7,4871
"2010-02-28";5,4151
"2010-03-01";8,7494
"2010-03-02";9,3794
"2010-03-03";4,9442
"2010-03-04";5,8419
"2010-03-05";7,9594
"2010-03-06";5,8142
"2010-03-07";3,4664
"2010-03-08";8,9533
"2010-03-09";8,7426
"2010-03-10";5,4801
"2010-03-11";10,3395
"2010-03-12";9,4104
"2010-03-13";7,2535
"2010-03-14";3,6651
"2010-03-15";2,2206
"2010-03-16";1,7657
"2010-03-17";1,4668
"2010-03-18";0,9296
"2010-03-19";2,7993
"2010-03-20";5,0856
"2010-03-21";7,304
"2010-03-22";9,5377
"2010-03-23";11,4755
"2010-03-24";11,1246
"2010-03-25";7,9559
"2010-03-26";6,2871
"2010-03-27";8,3516
"2010-03-28";10,0368
"2010-03-29";5,9215
"2010-03-30";8,4076
"2010-03-31";10,0282
"2010-04-01";12,8791
"2010-04-02";11,2085
"2010-04-03";9,6997
"2010-04-04";10,1072
"2010-04-05";12,1282
"2010-04-06";10,1177
"2010-04-07";5,726
"2010-04-08";6,1946
"2010-04-09";5,7015
"2010-04-10";6,1634
"2010-04-11";6,2022
"2010-04-12";6,1156
"2010-04-13";7,6927
"2010-04-14";9,0758
"2010-04-15";11,9457
"2010-04-16";13,5895
"2010-04-17";14,2106
"2010-04-18";13,0583
"2010-04-19";15,8817
"2010-04-20";14,0437
"2010-04-21";9,1088
"2010-04-22";9,5593
"2010-04-23";12,2003
"2010-04-24";15,2174
"2010-04-25";15,09
"2010-04-26";11,601
"2010-04-27";9,7532
"2010-04-28";8,5559
"2010-04-29";8,4906
"2010-04-30";10,0821
"2010-05-01";11,3815
"2010-05-02";12,1273
"2010-05-03";13,6054
"2010-05-04";14,2432
"2010-05-05";14,3798
"2010-05-06";15,972
"2010-05-07";18,2442
"2010-05-08";17,3032
"2010-05-09";16,8157
"2010-05-10";14,8746
"2010-05-11";16,0558
"2010-05-12";17,8614
"2010-05-13";20,9185
"2010-05-14";20,8959
"2010-05-15";18,8035
"2010-05-16";20,5591
"2010-05-17";16,2456
"2010-05-18";12,5453
"2010-05-19";12,4794
"2010-05-20";12,4293
"2010-05-21";12,8474
"2010-05-22";12,4284
"2010-05-23";11,991
"2010-05-24";13,7108
"2010-05-25";15,7603
"2010-05-26";17,6822
"2010-05-27";19,6431
"2010-05-28";20,2943
"2010-05-29";19,8242
"2010-05-30";20,627
"2010-05-31";20,3312
"2010-06-01";21,9901
"2010-06-02";17,3185
"2010-06-03";18,1915
"2010-06-04";18,7215
"2010-06-05";19,11
"2010-06-06";16,1366
"2010-06-07";14,7154
"2010-06-08";15,4867
"2010-06-09";17,6084
"2010-06-10";17,2924
"2010-06-11";18,2867
"2010-06-12";19,9237
"2010-06-13";20,2597
"2010-06-14";21,5014
"2010-06-15";22,6694
"2010-06-16";22,897
"2010-06-17";22,2641
"2010-06-18";19,7804
"2010-06-19";20,9384
"2010-06-20";21,1944
"2010-06-21";23,1483
"2010-06-22";19,5974
"2010-06-23";16,0931
"2010-06-24";15,3624
"2010-06-25";15,3213
"2010-06-26";16,5131
"2010-06-27";17,1865
"2010-06-28";17,9771
"2010-06-29";18,0886
"2010-06-30";18,1635
"2010-07-01";18,97
"2010-07-02";20,5759
"2010-07-03";21,0254
"2010-07-04";21,1836
"2010-07-05";20,6346
"2010-07-06";20,4548
"2010-07-07";21,286
"2010-07-08";20,4627
"2010-07-09";18,6176
"2010-07-10";19,6304
"2010-07-11";20,774
"2010-07-12";21,9122
"2010-07-13";22,0739
"2010-07-14";22,4167
"2010-07-15";21,7137
"2010-07-16";22,0624
"2010-07-17";22,1721
"2010-07-18";23,324
"2010-07-19";23,8182
"2010-07-20";22,6661
"2010-07-21";21,8128
"2010-07-22";22,9147
"2010-07-23";23,3495
"2010-07-24";23,3715
"2010-07-25";24,8402
"2010-07-26";25,9537
"2010-07-27";24,5173
"2010-07-28";21,8081
"2010-07-29";20,984
"2010-07-30";25,1007
"2010-07-31";28,1109
"2010-08-01";26,7937
"2010-08-02";25,1189
"2010-08-03";25,8334
"2010-08-04";27,7245
"2010-08-05";27,147
"2010-08-06";27,7887
"2010-08-07";27,7482
"2010-08-08";26,3948
"2010-08-09";26,2335
"2010-08-10";26,7397
"2010-08-11";27,2486
"2010-08-12";27,3382
"2010-08-13";27,5994
"2010-08-14";26,5011
"2010-08-15";25,7174
"2010-08-16";26,2639
"2010-08-17";27,5574
"2010-08-18";25,4783
"2010-08-19";25,033
"2010-08-20";24,0818
"2010-08-21";21,551
"2010-08-22";20,9062
"2010-08-23";21,5763
"2010-08-24";22,9383
"2010-08-25";22,5611
"2010-08-26";22,5303
"2010-08-27";23,6228
"2010-08-28";26,651
"2010-08-29";26,6974
"2010-08-30";24,6891
"2010-08-31";25,925
"2010-09-01";18,0236
"2010-09-02";16,596
"2010-09-03";18,6761
"2010-09-04";21,376
"2010-09-05";20,6743
"2010-09-06";19,3454
"2010-09-07";18,2781
"2010-09-08";19,6605
"2010-09-09";21,3585
"2010-09-10";21,864
"2010-09-11";20,2898
"2010-09-12";18,0017
"2010-09-13";15,8254
"2010-09-14";16,6049
"2010-09-15";18,3328
"2010-09-16";19,5863
"2010-09-17";19,7528
"2010-09-18";20,5583
"2010-09-19";22,6018
"2010-09-20";20,9038
"2010-09-21";17,5374
"2010-09-22";15,6995
"2010-09-23";17,6103
"2010-09-24";20,4263
"2010-09-25";19,7213
"2010-09-26";21,0582
"2010-09-27";21,5222
"2010-09-28";19,9889
"2010-09-29";20,636
"2010-09-30";15,8819
"2010-10-01";13,9881
"2010-10-02";12,8571
"2010-10-03";11,0392
"2010-10-04";11,1735
"2010-10-05";11,2587
"2010-10-06";10,8745
"2010-10-07";9,7281
"2010-10-08";7,8407
"2010-10-09";5,8614
"2010-10-10";8,3258
"2010-10-11";10,5333
"2010-10-12";11,4981
"2010-10-13";14,4524
"2010-10-14";15,9614
"2010-10-15";13,963
"2010-10-16";14,0094
"2010-10-17";14,6802
"2010-10-18";15,0005
"2010-10-19";16,9268
"2010-10-20";14,6562
"2010-10-21";14,8313
"2010-10-22";10,1444
"2010-10-23";10,642
"2010-10-24";11,087
"2010-10-25";11,2884
"2010-10-26";14,9173
"2010-10-27";14,6132
"2010-10-28";10,9659
"2010-10-29";5,3937
"2010-10-30";5,5557
"2010-10-31";7,5182
"2010-11-01";7,8432
"2010-11-02";7,932
"2010-11-03";8,4447
"2010-11-04";9,4976
"2010-11-05";10,6514
"2010-11-06";9,7549
"2010-11-07";10,0167
"2010-11-08";11,0359
"2010-11-09";14,6342
"2010-11-10";14,0167
"2010-11-11";11,9413
"2010-11-12";12,4613
"2010-11-13";13,8328
"2010-11-14";12,761
"2010-11-15";13,6776
"2010-11-16";13,4173
"2010-11-17";13,6078
"2010-11-18";12,4946
"2010-11-19";10,9858
"2010-11-20";10,3311
"2010-11-21";10,0117
"2010-11-22";7,9211
"2010-11-23";11,4087
"2010-11-24";10,3193
"2010-11-25";9,9154
"2010-11-26";11,8737
"2010-11-27";14,6778
"2010-11-28";12,2798
"2010-11-29";16,338
"2010-11-30";12,5737
"2010-12-01";13,7014
"2010-12-02";15,8675
"2010-12-03";14,9078
"2010-12-04";13,0248
"2010-12-05";6,4329
"2010-12-06";4,1062
"2010-12-07";5,4087
"2010-12-08";6,2745
"2010-12-09";8,4434
"2010-12-10";3,523
"2010-12-11";-1,2284
"2010-12-12";-2,0682
"2010-12-13";-2,3221
"2010-12-14";2,0819
"2010-12-15";2,7846
"2010-12-16";3,5434
"2010-12-17";3,8959
"2010-12-18";1,8194
"2010-12-19";5,912
"2010-12-20";7,4605
"2010-12-21";7,3153
"2010-12-22";6,9405
"2010-12-23";6,1187
"2010-12-24";6,3799
"2010-12-25";9,3479
"2010-12-26";9,8169
"2010-12-27";9,2068
"2010-12-28";7,1724
"2010-12-29";2,4692
"2010-12-30";1,7379
"2010-12-31";0,8653
"2011-01-01";-0,464
"2011-01-02";0,4318
"2011-01-03";3,0966
"2011-01-04";1,656
"2011-01-05";0,8409
"2011-01-06";0,7358
"2011-01-07";1,0307
"2011-01-08";-0,4534
"2011-01-09";0,0422
"2011-01-10";2,0292
"2011-01-11";2,2254
"2011-01-12";2,7215
"2011-01-13";3,6841
"2011-01-14";3,6798
"2011-01-15";3,804
"2011-01-16";3,1558
"2011-01-17";4,2007
"2011-01-18";3,1199
"2011-01-19";2,1001
"2011-01-20";3,3838
"2011-01-21";3,4966
"2011-01-22";5,051
"2011-01-23";6,0228
"2011-01-24";5,0268
"2011-01-25";2,2055
"2011-01-26";0,3674
"2011-01-27";-0,3343
"2011-01-28";0,6342
"2011-01-29";0,1004
"2011-01-30";-0,8805
"2011-01-31";-2,209
"2011-02-01";-2,3539
"2011-02-02";-1,331
"2011-02-03";-0,2562
"2011-02-04";-0,2807
"2011-02-05";-0,198
"2011-02-06";3,3715
"2011-02-07";5,0588
"2011-02-08";3,3897
"2011-02-09";3,0597
"2011-02-10";1,5029
"2011-02-11";-0,1745
"2011-02-12";2,5731
"2011-02-13";2,8615
"2011-02-14";3,8766
"2011-02-15";1,147
"2011-02-16";-0,4575
"2011-02-17";2,8903
"2011-02-18";6,3031
"2011-02-19";6,8903
"2011-02-20";3,392
"2011-02-21";2,7567
"2011-02-22";3,5477
"2011-02-23";5,9845
"2011-02-24";6,0268
"2011-02-25";4,3903
"2011-02-26";1,651
"2011-02-27";1,3524
"2011-02-28";1,4471
"2011-03-01";1,4963
"2011-03-02";2,1275
"2011-03-03";4,264
"2011-03-04";1,8752
"2011-03-05";4,9718
"2011-03-06";4,9934
"2011-03-07";0,2796
"2011-03-08";-2,6818
"2011-03-09";-3,1089
"2011-03-10";-3,2974
"2011-03-11";-2,6994
"2011-03-12";-0,9998
"2011-03-13";1,3266
"2011-03-14";4,8525
"2011-03-15";7,7204
"2011-03-16";9,8025
"2011-03-17";10,8587
"2011-03-18";9,5604
"2011-03-19";9,0155
"2011-03-20";7,5787
"2011-03-21";3,8985
"2011-03-22";2,0446
"2011-03-23";1,8728
"2011-03-24";3,1522
"2011-03-25";5,9291
"2011-03-26";8,8003
"2011-03-27";9,4593
"2011-03-28";8,6506
"2011-03-29";10,8121
"2011-03-30";10,8779
"2011-03-31";10,4828
"2011-04-01";10,0228
"2011-04-02";8,4867
"2011-04-03";7,085
"2011-04-04";5,3658
"2011-04-05";6,6843
"2011-04-06";6,49
"2011-04-07";7,6614
"2011-04-08";10,565
"2011-04-09";11,4677
"2011-04-10";6,557
"2011-04-11";3,0353
"2011-04-12";4,1399
"2011-04-13";10,0263
"2011-04-14";8,1509
"2011-04-15";6,9889
"2011-04-16";7,8664
"2011-04-17";8,2668
"2011-04-18";10,2782
"2011-04-19";7,0678
"2011-04-20";6,0646
"2011-04-21";5,0297
"2011-04-22";5,7149
"2011-04-23";4,8237
"2011-04-24";5,9461
"2011-04-25";7,6518
"2011-04-26";11,2619
"2011-04-27";12,1399
"2011-04-28";12,4454
"2011-04-29";11,1364
"2011-04-30";11,4213
"2011-05-01";13,3652
"2011-05-02";14,9753
"2011-05-03";15,2276
"2011-05-04";13,9053
"2011-05-05";10,5413
"2011-05-06";7,1425
"2011-05-07";8,1908
"2011-05-08";10,2157
"2011-05-09";9,2355
"2011-05-10";9,3376
"2011-05-11";9,7903
"2011-05-12";8,7661
"2011-05-13";8,9936
"2011-05-14";11,3033
"2011-05-15";13,4839
"2011-05-16";16,2425
"2011-05-17";17,7708
"2011-05-18";15,932
"2011-05-19";14,6913
"2011-05-20";13,2914
"2011-05-21";13,5219
"2011-05-22";15,1272
"2011-05-23";15,8449
"2011-05-24";17,9211
"2011-05-25";18,3586
"2011-05-26";17,8341
"2011-05-27";17,3373
"2011-05-28";16,3869
"2011-05-29";15,1604
"2011-05-30";15,9319
"2011-05-31";15,8605
"2011-06-01";16,4924
"2011-06-02";17,3915
"2011-06-03";17,8456
"2011-06-04";17,7368
"2011-06-05";18,4525
"2011-06-06";19,2698
"2011-06-07";19,2753
"2011-06-08";20,3629
"2011-06-09";22,8048
"2011-06-10";19,0216
"2011-06-11";16,4658
"2011-06-12";16,469
"2011-06-13";16,5553
"2011-06-14";16,9215
"2011-06-15";17,8261
"2011-06-16";17,4403
"2011-06-17";16,9627
"2011-06-18";18,1982
"2011-06-19";19,6436
"2011-06-20";20,3033
"2011-06-21";19,2522
"2011-06-22";18,2927
"2011-06-23";19,2734
"2011-06-24";21,1167
"2011-06-25";20,3429
"2011-06-26";14,3693
"2011-06-27";13,4436
"2011-06-28";14,8447
"2011-06-29";15,8202
"2011-06-30";17,375
"2011-07-01";19,1534
"2011-07-02";18,449
"2011-07-03";21,2633
"2011-07-04";18,8618
"2011-07-05";19,725
"2011-07-06";20,9318
"2011-07-07";21,2193
"2011-07-08";21,8682
"2011-07-09";22,0657
"2011-07-10";22,1616
"2011-07-11";21,8802
"2011-07-12";21,4167
"2011-07-13";21,4408
"2011-07-14";22,0925
"2011-07-15";22,1421
"2011-07-16";22,7546
"2011-07-17";25,1591
"2011-07-18";23,9892
"2011-07-19";24,6346
"2011-07-20";25,5221
"2011-07-21";25,1546
"2011-07-22";22,8257
"2011-07-23";23,7545
"2011-07-24";25,3284
"2011-07-25";25,512
"2011-07-26";25,7121
"2011-07-27";25,1415
"2011-07-28";24,6244
"2011-07-29";26,2479
"2011-07-30";25,2051
"2011-07-31";24,6311
"2011-08-01";23,1669
"2011-08-02";21,4728
"2011-08-03";20,6769
"2011-08-04";21,2186
"2011-08-05";21,8726
"2011-08-06";20,6625
"2011-08-07";21,4546
"2011-08-08";22,5269
"2011-08-09";23,2192
"2011-08-10";22,7763
"2011-08-11";18,0541
"2011-08-12";16,1415
"2011-08-13";18,2898
"2011-08-14";20,7203
"2011-08-15";22,4279
"2011-08-16";22,7991
"2011-08-17";22,7779
"2011-08-18";21,3245
"2011-08-19";18,3218
"2011-08-20";19,2916
"2011-08-21";20,0192
"2011-08-22";20,2489
"2011-08-23";20,1907
"2011-08-24";20,4982
"2011-08-25";20,2364
"2011-08-26";20,0247
"2011-08-27";21,6228
"2011-08-28";21,4372
"2011-08-29";22,2936
"2011-08-30";20,323
"2011-08-31";21,0904
"2011-09-01";22,254
"2011-09-02";22,4518
"2011-09-03";21,1263
"2011-09-04";19,7552
"2011-09-05";19,9968
"2011-09-06";19,1236
"2011-09-07";19,1735
"2011-09-08";20,1701
"2011-09-09";22,1725
"2011-09-10";20,9926
"2011-09-11";19,2087
"2011-09-12";20,6606
"2011-09-13";22,3041
"2011-09-14";22,438
"2011-09-15";21,778
"2011-09-16";21,1229
"2011-09-17";21,6212
"2011-09-18";21,3938
"2011-09-19";19,9239
"2011-09-20";20,2639
"2011-09-21";22,7343
"2011-09-22";18,2409
"2011-09-23";16,452
"2011-09-24";16,6995
"2011-09-25";16,9809
"2011-09-26";15,161
"2011-09-27";15,2163
"2011-09-28";15,8329
"2011-09-29";15,7944
"2011-09-30";13,2286
"2011-10-01";13,1594
"2011-10-02";13,7691
"2011-10-03";13,9151
"2011-10-04";13,9302
"2011-10-05";15,3793
"2011-10-06";16,2079
"2011-10-07";16,4
"2011-10-08";17,0544
"2011-10-09";16,7423
"2011-10-10";16,7583
"2011-10-11";14,4075
"2011-10-12";11,3546
"2011-10-13";12,7638
"2011-10-14";10,0878
"2011-10-15";8,7907
"2011-10-16";6,9861
"2011-10-17";6,46
"2011-10-18";4,6684
"2011-10-19";5,8331
"2011-10-20";7,1321
"2011-10-21";9,5697
"2011-10-22";9,2602
"2011-10-23";9,9396
"2011-10-24";10,5259
"2011-10-25";9,9572
"2011-10-26";8,5619
"2011-10-27";6,6084
"2011-10-28";6,1662
"2011-10-29";6,1758
"2011-10-30";6,227
"2011-10-31";6,5645
"2011-11-01";6,593
"2011-11-02";6,7066
"2011-11-03";5,4143
"2011-11-04";5,8117
"2011-11-05";5,6234
"2011-11-06";7,572
"2011-11-07";7,0157
"2011-11-08";6,8933
"2011-11-09";7,2917
"2011-11-10";6,6437
"2011-11-11";4,2019
"2011-11-12";0,9612
"2011-11-13";1,5625
"2011-11-14";1,3823
"2011-11-15";2,716
"2011-11-16";2,9799
"2011-11-17";2,3925
"2011-11-18";2,2599
"2011-11-19";3,5411
"2011-11-20";2,8417
"2011-11-21";1,8749
"2011-11-22";1,9108
"2011-11-23";2,1129
"2011-11-24";2,4378
"2011-11-25";1,6705
"2011-11-26";1,0196
"2011-11-27";-0,4894
"2011-11-28";2,0327
"2011-11-29";2,1458
"2011-11-30";1,9294
"2011-12-01";2,9866
"2011-12-02";1,6019
"2011-12-03";1,05
"2011-12-04";1,4788
"2011-12-05";2,886
"2011-12-06";6,6147
"2011-12-07";7,1056
"2011-12-08";4,0821
"2011-12-09";0,5723
"2011-12-10";0,333
"2011-12-11";2,2204
"2011-12-12";3,725
"2011-12-13";4,229
"2011-12-14";4,9575
"2011-12-15";3,8817
"2011-12-16";5,5047
"2011-12-17";7,0482
"2011-12-18";8,435
"2011-12-19";8,9979
"2011-12-20";7,8192
"2011-12-21";4,6294
"2011-12-22";4,398
"2011-12-23";3,547
"2011-12-24";-0,415
"2011-12-25";-1,1858
